Disease,Patient_Count,Severity_Score,PPEkits,Beds,Doctors,Ventilator,Oxygen Cylinder
Heart_Failure,434,2,32,92,16,4,30
Severe_Trauma,68,4,216,180,32,4,56
Severe_Trauma,289,3,273,129,18,6,75
Covid,417,2,22,98,10,4,24
Stroke,337,1,75,27,3,0,22
Stroke,209,2,184,82,4,4,54
Heart_Failure,444,4,92,192,36,0,104
Severe_Trauma,474,2,136,26,8,6,24
Pneumonia,322,4,248,152,36,0,24
Pneumonia,136,2,198,64,14,6,48
Severe_Trauma,492,4,200,28,16,12,80
Stroke,250,3,156,126,24,3,24
Heart_Failure,98,4,276,24,36,12,80
Pneumonia,497,4,380,72,24,4,20
Sepsis,280,2,144,54,6,8,22
Heart_Failure,199,2,198,86,8,6,48
Heart_Failure,251,3,48,102,24,6,60
Pneumonia,281,1,64,15,3,2,21
Sepsis,74,1,37,19,8,2,23
Stroke,397,1,47,46,6,3,13
Stroke,182,4,48,156,8,4,40
Stroke,75,3,129,120,9,9,39
Severe_Trauma,405,1,34,9,8,2,7
Severe_Trauma,428,1,34,7,4,2,21
Heart_Failure,423,1,25,14,9,3,12
Sepsis,370,3,75,99,15,3,36
Sepsis,392,1,57,40,6,4,26
Pneumonia,383,3,267,144,21,6,60
Covid,404,1,59,14,3,0,5
Stroke,145,1,63,13,4,4,16
Severe_Trauma,273,2,46,86,18,8,48
Severe_Trauma,335,4,212,100,8,0,44
Sepsis,186,1,79,37,7,4,20
Severe_Trauma,362,1,87,10,9,2,12
Sepsis,131,1,52,27,4,2,19
Severe_Trauma,212,4,256,20,8,8,56
Stroke,332,3,93,90,18,6,84
Sepsis,493,4,280,80,12,4,92
Covid,242,1,55,47,4,2,25
Covid,300,4,124,76,28,4,116
Stroke,106,1,87,39,4,1,23
Pneumonia,141,1,62,32,6,2,19
Heart_Failure,443,1,19,23,3,1,5
Sepsis,247,2,186,84,16,6,18
Stroke,126,4,220,112,24,12,24
Covid,356,1,94,35,2,0,8
Severe_Trauma,137,3,42,84,18,3,84
Stroke,367,1,35,8,9,3,16
Severe_Trauma,58,4,388,120,8,0,40
Pneumonia,222,4,312,44,16,4,24
Heart_Failure,186,1,80,9,9,4,29
Pneumonia,114,2,180,60,8,2,30
Covid,423,4,112,100,32,0,56
Heart_Failure,428,2,144,38,10,2,52
Stroke,97,2,106,40,18,2,50
Heart_Failure,87,3,30,117,24,3,51
Stroke,489,2,150,20,8,4,34
Stroke,237,2,56,32,12,0,30
Sepsis,346,3,204,102,3,6,39
Severe_Trauma,348,3,276,75,24,0,21
Severe_Trauma,460,4,168,116,20,8,96
Covid,242,2,68,68,2,4,54
Sepsis,209,4,160,64,28,0,48
Severe_Trauma,465,1,20,46,5,1,5
Covid,152,2,92,38,2,6,44
Covid,252,4,292,176,16,4,64
Sepsis,379,4,52,188,16,0,76
Covid,361,3,267,141,15,0,60
Severe_Trauma,292,2,120,78,6,6,22
Covid,197,2,26,16,2,0,36
Pneumonia,439,3,171,102,12,9,24
Pneumonia,399,4,164,44,20,0,108
Severe_Trauma,97,3,261,114,12,0,72
Covid,324,1,99,31,9,3,9
Covid,393,4,180,188,8,0,36
Severe_Trauma,493,3,246,42,24,12,42
Pneumonia,212,4,296,140,4,0,84
Pneumonia,432,1,16,11,4,0,15
Pneumonia,270,1,39,16,6,0,9
Stroke,372,2,24,46,12,8,40
Severe_Trauma,422,4,128,44,24,16,72
Sepsis,113,2,36,34,10,6,34
Sepsis,330,1,21,49,5,1,22
Covid,145,3,33,27,24,6,87
Stroke,246,4,192,92,28,8,48
Stroke,103,4,200,124,32,16,52
Heart_Failure,307,2,168,40,18,0,56
Pneumonia,359,2,166,96,6,2,46
Stroke,380,1,93,33,6,2,22
Severe_Trauma,210,3,165,90,18,3,84
Sepsis,370,1,28,41,3,0,7
Sepsis,247,4,312,144,12,16,96
Heart_Failure,469,2,166,54,10,6,14
Heart_Failure,409,1,99,48,5,4,15
Sepsis,409,1,53,44,1,0,9
Pneumonia,169,4,116,140,4,8,52
Covid,493,2,138,70,12,8,48
Severe_Trauma,278,4,40,124,12,8,88
Covid,392,1,19,10,9,1,28
Stroke,273,3,147,132,24,3,18
Heart_Failure,324,1,19,34,9,4,27
Heart_Failure,464,3,120,114,18,0,60
Heart_Failure,317,2,132,22,4,8,18
Sepsis,409,2,36,52,6,8,40
Covid,319,4,320,196,16,4,88
Sepsis,431,1,10,27,4,2,7
Pneumonia,219,1,60,20,1,3,10
Pneumonia,345,4,396,148,32,0,80
Sepsis,331,2,104,22,2,4,38
Sepsis,128,2,196,16,2,2,58
Sepsis,131,1,65,39,5,3,19
Severe_Trauma,494,3,261,39,21,3,39
Sepsis,498,4,304,172,8,4,56
Pneumonia,183,2,132,24,8,6,20
Pneumonia,494,2,106,66,16,0,18
Stroke,385,3,285,105,15,9,27
Heart_Failure,326,3,207,60,21,3,27
Pneumonia,113,2,88,82,2,2,30
Sepsis,343,1,19,24,5,3,14
Stroke,63,4,348,140,24,12,40
Severe_Trauma,333,3,201,54,9,6,81
Pneumonia,324,4,332,108,16,4,72
Severe_Trauma,411,3,252,102,24,0,21
Sepsis,331,4,244,80,24,0,104
Heart_Failure,236,3,132,57,9,6,18
Heart_Failure,132,1,47,13,9,2,11
Heart_Failure,226,4,308,120,12,16,108
Severe_Trauma,304,1,67,40,9,0,28
Heart_Failure,193,1,61,31,2,3,22
Severe_Trauma,113,2,130,28,14,6,28
Sepsis,486,2,24,52,16,6,10
Stroke,374,3,288,102,18,12,75
Sepsis,292,4,396,92,16,12,60
Sepsis,472,2,132,14,4,0,24
Severe_Trauma,172,1,31,26,7,2,8
Covid,442,4,352,124,36,0,28
Pneumonia,261,2,144,42,18,4,44
Covid,157,2,138,40,12,2,14
Stroke,284,3,285,81,15,9,72
Heart_Failure,491,4,44,20,8,16,72
Sepsis,227,4,76,156,4,16,56
Covid,224,3,222,39,6,9,36
Sepsis,265,2,72,32,12,0,30
Pneumonia,147,2,50,30,18,6,12
Heart_Failure,229,1,50,43,3,3,23
Severe_Trauma,229,4,336,120,12,0,96
Covid,349,3,33,135,18,9,18
Severe_Trauma,358,1,81,41,6,1,28
Severe_Trauma,259,3,45,108,9,3,30
Severe_Trauma,133,1,73,28,6,3,27
Covid,170,2,70,22,14,2,40
Covid,147,1,34,24,1,1,25
Heart_Failure,325,3,237,57,12,0,24
Covid,140,4,140,136,4,4,36
Heart_Failure,229,2,188,40,6,2,26
Heart_Failure,355,4,208,180,4,0,76
Heart_Failure,331,3,168,33,27,0,42
Pneumonia,398,3,48,114,3,9,27
Sepsis,420,1,55,18,8,0,22
Stroke,468,3,255,102,9,3,51
Severe_Trauma,54,1,27,41,5,2,8
Heart_Failure,180,3,48,144,24,0,33
Stroke,215,2,122,38,6,2,22
Sepsis,149,3,249,132,9,9,42
Covid,498,4,240,100,12,8,68
Pneumonia,104,3,66,84,21,6,60
Severe_Trauma,451,1,51,32,2,4,21
Sepsis,222,4,380,108,28,12,24
Pneumonia,349,2,182,44,14,4,42
Covid,406,1,37,42,6,3,22
Pneumonia,203,4,320,64,8,0,20
Stroke,249,1,81,9,4,4,12
Covid,342,1,67,49,9,0,23
Covid,392,2,98,56,18,0,32
Pneumonia,497,2,60,90,4,8,56
Severe_Trauma,297,4,132,172,24,0,56
Pneumonia,150,3,132,39,9,9,66
Heart_Failure,187,1,74,30,8,3,25
Stroke,401,2,86,28,2,0,12
Severe_Trauma,313,1,41,8,8,1,21
Pneumonia,95,3,93,114,6,3,66
Stroke,283,4,276,192,28,8,112
Stroke,311,3,72,66,9,6,39
Pneumonia,271,2,154,58,16,0,22
Sepsis,93,1,77,40,4,0,26
Severe_Trauma,53,2,124,66,12,6,16
Severe_Trauma,75,3,246,129,18,12,63
Pneumonia,399,2,170,66,14,0,44
Stroke,79,4,348,128,32,0,84
Covid,283,3,171,138,3,0,36
Pneumonia,97,1,56,7,9,3,8
Pneumonia,370,2,136,84,8,8,26
Sepsis,106,4,108,36,36,8,108
Severe_Trauma,361,1,69,26,6,4,6
Pneumonia,147,3,297,33,27,3,24
Pneumonia,198,3,42,120,24,6,33
Stroke,257,2,50,88,16,0,52
Severe_Trauma,312,2,24,14,14,0,54
Stroke,147,1,75,43,9,3,6
Pneumonia,220,2,130,84,4,6,46
Stroke,78,4,164,160,28,12,84
Stroke,67,2,194,20,12,6,28
Sepsis,462,4,148,36,4,8,88
Covid,468,2,94,22,4,2,42
Stroke,172,4,268,192,28,4,112
Stroke,139,4,56,72,28,0,108
Pneumonia,434,4,100,100,28,16,84
Sepsis,88,4,196,120,28,0,32
Pneumonia,445,1,99,49,8,4,28
Stroke,319,3,60,117,6,12,42
Severe_Trauma,251,1,93,48,7,3,5
Stroke,280,4,188,100,8,4,84
Heart_Failure,234,1,63,26,9,1,23
Covid,497,3,63,57,3,12,57
Sepsis,329,2,124,72,8,6,26
Pneumonia,184,2,116,38,18,8,22
Covid,449,2,78,82,2,0,32
Severe_Trauma,114,2,126,68,6,2,38
Covid,210,1,83,46,9,1,16
Stroke,392,2,178,50,8,8,42
Heart_Failure,247,3,33,102,27,12,75
Covid,165,3,90,57,27,6,33
Heart_Failure,406,4,40,132,36,16,56
Severe_Trauma,84,3,99,75,3,6,84
Heart_Failure,80,4,224,24,20,0,32
Sepsis,450,3,42,138,27,9,75
Heart_Failure,251,4,44,184,4,12,116
Pneumonia,327,4,352,28,32,4,112
Severe_Trauma,482,3,288,129,24,6,78
Heart_Failure,415,3,39,147,12,9,84
Pneumonia,229,1,25,12,2,4,7
Sepsis,217,4,116,88,28,4,112
Stroke,462,3,243,39,27,0,75
Pneumonia,177,4,276,104,16,8,112
Pneumonia,452,3,216,39,21,3,27
Covid,221,1,78,37,1,1,11
Heart_Failure,118,4,68,88,16,16,92
Heart_Failure,128,4,120,124,12,8,56
Covid,100,2,32,88,18,4,12
Pneumonia,103,1,10,27,4,2,10
Pneumonia,137,1,15,6,6,0,22
Stroke,336,1,41,22,9,1,7
Severe_Trauma,207,1,63,47,7,4,21
Severe_Trauma,496,2,128,76,6,2,54
Heart_Failure,241,1,68,9,1,1,24
Heart_Failure,210,4,112,108,20,0,52
Stroke,291,3,180,87,18,9,69
Pneumonia,156,4,364,176,24,4,56
Pneumonia,58,2,86,86,4,4,44
Stroke,64,4,340,92,8,12,48
Severe_Trauma,297,4,204,124,4,8,64
Pneumonia,108,1,29,38,1,4,13
Pneumonia,473,4,352,156,8,4,32
Pneumonia,493,1,87,10,4,0,12
Sepsis,412,2,100,68,4,4,54
Severe_Trauma,362,4,108,64,36,12,64
Covid,296,2,108,72,12,2,20
Stroke,365,1,77,36,4,4,19
Severe_Trauma,86,2,150,46,10,6,18
Severe_Trauma,463,1,81,18,1,1,14
Covid,328,3,258,90,27,0,54
Severe_Trauma,109,1,98,5,5,1,21
Stroke,408,3,258,87,18,9,81
Sepsis,147,3,171,69,21,3,30
Pneumonia,356,1,24,18,4,3,18
Sepsis,306,1,28,41,5,4,14
Sepsis,225,1,19,11,6,2,10
Pneumonia,55,3,156,51,27,0,84
Pneumonia,288,4,360,28,4,16,52
Sepsis,437,4,168,76,36,8,72
Severe_Trauma,436,2,78,46,8,2,22
Stroke,408,2,96,80,8,0,44
Severe_Trauma,199,1,28,33,6,3,23
Severe_Trauma,269,2,84,20,16,6,56
Covid,274,1,68,5,8,2,5
Sepsis,116,3,258,33,18,6,81
Pneumonia,459,2,130,94,14,0,50
Stroke,130,2,182,94,16,2,22
Stroke,237,3,144,75,18,12,69
Pneumonia,196,4,196,152,32,0,56
Covid,278,1,87,32,1,2,11
Severe_Trauma,377,3,54,135,18,0,27
Heart_Failure,82,1,44,5,3,3,18
Covid,58,1,41,11,6,4,20
Severe_Trauma,408,4,380,72,8,12,108
Stroke,363,2,66,10,8,4,50
Covid,252,1,55,14,9,0,8
Pneumonia,209,1,71,47,8,3,6
Severe_Trauma,271,4,212,72,32,8,108
Heart_Failure,96,1,97,18,4,0,22
Pneumonia,113,3,138,45,15,12,27
Severe_Trauma,356,3,237,54,9,0,69
Covid,71,2,190,56,4,4,52
Covid,160,1,49,45,4,4,12
Heart_Failure,369,1,49,17,3,3,16
Covid,393,3,231,51,21,12,63
Sepsis,104,2,174,30,10,0,12
Pneumonia,246,1,28,30,1,0,10
Severe_Trauma,273,3,162,36,24,3,60
Covid,209,2,64,34,6,4,52
Heart_Failure,323,2,72,98,18,6,24
Pneumonia,186,4,220,44,36,12,40
Severe_Trauma,71,3,126,93,6,9,54
Stroke,349,1,33,28,6,4,26
Sepsis,156,3,72,105,18,3,54
Heart_Failure,208,1,83,46,3,2,20
Heart_Failure,214,2,36,72,18,8,22
Covid,388,3,294,111,15,6,51
Stroke,216,2,66,74,14,2,42
Stroke,377,4,296,48,12,16,88
Sepsis,118,1,50,46,4,4,27
Severe_Trauma,191,3,225,105,3,6,84
Pneumonia,128,2,96,62,10,6,12
Stroke,170,1,37,37,9,3,19
Stroke,392,1,55,44,2,2,15
Pneumonia,412,3,291,36,15,12,15
Sepsis,313,3,114,120,6,0,69
Heart_Failure,271,2,86,26,18,2,48
Sepsis,317,4,316,52,32,0,36
Stroke,488,1,15,37,8,3,20
Severe_Trauma,101,4,348,140,36,0,80
Severe_Trauma,390,4,380,108,36,12,104
Heart_Failure,79,3,117,129,21,6,81
Covid,304,3,48,60,15,0,21
Severe_Trauma,450,2,102,86,4,8,42
Stroke,308,3,75,42,9,12,81
Covid,149,4,196,136,8,16,88
Severe_Trauma,106,3,141,66,27,12,21
Severe_Trauma,338,3,183,120,12,9,60
Heart_Failure,422,4,168,184,20,8,88
Sepsis,271,4,276,172,8,0,32
Covid,220,1,38,35,3,0,18
Covid,488,1,71,48,1,0,22
Heart_Failure,169,1,55,45,1,0,15
Stroke,189,2,62,22,2,0,42
Covid,497,2,152,26,6,6,56
Severe_Trauma,76,2,166,54,2,2,24
Heart_Failure,138,3,108,102,12,9,27
Severe_Trauma,148,4,124,140,20,16,72
Sepsis,244,2,192,32,2,4,48
Pneumonia,87,1,77,27,9,2,16
Stroke,265,4,76,192,8,12,72
Severe_Trauma,281,4,328,76,24,16,40
Covid,262,3,120,126,24,6,36
Covid,335,2,192,92,4,4,48
Covid,418,3,102,45,21,12,75
Pneumonia,239,2,182,36,10,2,34
Stroke,262,4,284,40,4,12,96
Stroke,178,4,300,100,8,4,36
Stroke,187,4,308,168,28,0,68
Severe_Trauma,487,3,93,105,3,0,15
Sepsis,338,3,99,51,18,9,21
Pneumonia,409,2,30,30,14,6,42
Stroke,461,1,69,39,7,4,27
Covid,231,4,396,120,12,12,24
Sepsis,92,2,20,94,16,8,54
Covid,253,3,57,84,3,9,63
Heart_Failure,235,4,352,140,28,4,92
Pneumonia,439,4,344,192,20,8,36
Heart_Failure,412,1,41,8,8,3,11
Heart_Failure,233,2,76,92,14,6,36
Heart_Failure,266,2,184,52,12,2,32
Stroke,212,1,67,19,8,0,20
Covid,227,4,236,128,8,8,52
Covid,459,1,22,35,7,2,17
Sepsis,424,1,64,39,6,3,11
Sepsis,427,2,142,70,2,4,28
Stroke,478,1,56,28,9,3,21
Stroke,356,2,86,86,16,8,46
Heart_Failure,329,3,249,66,27,6,45
Pneumonia,160,2,78,52,10,6,16
Sepsis,374,1,67,21,5,2,9
Pneumonia,349,4,176,128,36,12,48
Heart_Failure,134,2,86,18,14,0,38
Heart_Failure,449,1,11,32,6,2,21
Sepsis,121,3,117,123,27,9,33
Stroke,365,3,81,36,12,9,27
Stroke,67,3,87,123,27,3,15
Covid,360,2,88,14,12,0,52
Pneumonia,180,4,356,184,24,8,60
Stroke,158,3,174,39,21,12,24
Severe_Trauma,249,3,216,72,9,0,48
Covid,78,4,240,72,24,16,32
Pneumonia,160,2,42,16,6,6,46
Stroke,343,1,88,36,9,1,7
Covid,432,2,182,52,8,6,26
Stroke,304,2,32,48,12,4,42
Sepsis,293,3,105,21,21,3,78
Heart_Failure,230,3,285,33,3,3,36
Sepsis,191,2,94,92,6,6,36
Covid,364,4,112,144,24,8,92
Heart_Failure,414,2,76,38,10,2,50
Severe_Trauma,153,4,364,32,20,8,44
Pneumonia,92,1,47,36,6,2,6
Pneumonia,149,2,72,66,10,6,36
Heart_Failure,350,1,68,6,4,0,19
Severe_Trauma,238,1,33,18,5,0,27
Covid,409,2,132,64,2,2,30
Severe_Trauma,401,2,126,90,4,6,24
Pneumonia,234,3,165,81,15,9,78
Stroke,393,1,67,29,1,0,26
Severe_Trauma,339,2,178,42,4,4,32
Covid,341,4,300,84,12,4,44
Pneumonia,191,2,182,38,8,6,40
Pneumonia,71,3,75,39,9,6,36
Heart_Failure,155,3,195,141,6,9,75
Covid,388,3,252,111,9,12,21
Sepsis,304,3,168,147,15,12,69
Stroke,422,2,128,90,18,8,56
Stroke,461,3,198,114,18,6,54
Stroke,234,3,204,39,3,3,27
Pneumonia,352,2,68,68,2,4,44
Severe_Trauma,417,4,188,28,20,12,72
Covid,447,1,75,44,9,3,20
Covid,158,3,243,39,27,9,48
Sepsis,276,4,256,176,28,4,108
Stroke,475,3,69,36,6,6,87
Severe_Trauma,416,2,74,90,2,0,50
Stroke,471,1,63,22,6,1,20
Stroke,235,3,120,57,9,9,75
Pneumonia,222,1,48,12,6,3,16
Covid,188,1,14,6,5,4,21
Pneumonia,165,4,124,160,32,12,68
Stroke,101,3,195,69,21,6,75
Pneumonia,162,3,57,45,24,6,81
Sepsis,229,4,344,196,28,16,104
Covid,124,4,320,184,24,8,116
Covid,149,3,273,126,15,6,27
Heart_Failure,149,3,117,63,21,12,63
Sepsis,67,4,228,104,20,16,80
Severe_Trauma,198,1,91,37,3,0,26
Covid,494,1,25,21,9,4,6
Severe_Trauma,106,2,166,60,18,8,54
Pneumonia,348,2,158,66,2,6,24
Covid,399,1,19,48,6,1,28
Pneumonia,358,2,146,58,8,6,40
Stroke,231,3,120,60,3,9,84
Heart_Failure,151,4,376,128,4,12,96
Pneumonia,232,3,90,114,3,0,63
Pneumonia,362,4,168,32,12,4,36
Severe_Trauma,223,1,13,28,2,2,11
Sepsis,335,3,60,126,18,0,78
Sepsis,455,2,170,50,10,6,56
Stroke,321,3,222,96,24,6,84
Covid,420,3,123,117,21,3,24
Pneumonia,280,3,123,129,12,9,27
Pneumonia,111,2,36,48,2,2,12
Severe_Trauma,165,1,43,30,9,2,5
Sepsis,218,4,228,60,8,4,100
Stroke,239,1,82,47,2,3,7
Stroke,136,4,216,128,28,4,116
Stroke,126,3,111,105,6,6,84
Pneumonia,415,3,180,48,21,12,63
Sepsis,207,3,114,30,6,0,51
Stroke,350,4,136,96,32,0,48
Heart_Failure,444,3,165,96,27,3,15
Heart_Failure,285,1,74,23,7,2,16
Stroke,489,4,64,172,20,4,104
Covid,399,4,244,20,16,0,24
Sepsis,58,4,60,144,8,12,48
Stroke,190,2,152,62,14,4,54
Pneumonia,279,1,42,29,6,1,14
Heart_Failure,57,2,110,54,14,6,50
Covid,174,2,150,78,12,8,16
Severe_Trauma,191,2,48,54,6,8,40
Covid,131,1,20,26,8,4,16
Stroke,162,2,122,70,8,0,30
Pneumonia,151,4,180,24,32,12,48
Pneumonia,168,3,135,48,9,12,39
Covid,297,1,58,24,7,1,7
Heart_Failure,294,4,312,120,24,12,88
Heart_Failure,460,1,92,35,8,3,14
Stroke,81,3,276,15,21,9,54
Pneumonia,273,2,46,60,14,6,16
Pneumonia,86,3,219,114,27,9,57
Severe_Trauma,321,4,200,68,12,12,104
Sepsis,433,2,152,48,14,0,22
Pneumonia,126,1,33,8,8,4,18
Stroke,357,4,340,112,12,4,60
Covid,63,4,248,168,36,16,40
Severe_Trauma,258,3,153,126,6,12,24
Severe_Trauma,196,4,376,164,32,12,56
Heart_Failure,132,3,39,99,21,6,39
Pneumonia,237,2,68,78,18,2,22
Severe_Trauma,463,2,118,82,14,8,28
Stroke,445,1,66,46,8,1,17
Severe_Trauma,271,1,37,48,5,1,20
Sepsis,135,3,78,144,18,12,39
Pneumonia,493,3,297,147,12,6,45
Stroke,66,2,124,74,6,0,34
Stroke,334,1,87,49,9,3,27
Severe_Trauma,206,4,240,128,28,4,24
Covid,484,4,100,128,16,8,108
Heart_Failure,157,1,49,36,3,3,29
Pneumonia,418,4,216,184,16,4,48
Sepsis,120,3,129,108,15,12,84
Severe_Trauma,242,3,276,24,21,3,24
Heart_Failure,444,1,37,26,9,3,23
Covid,430,3,66,33,24,3,15
Covid,149,3,159,75,18,6,57
Severe_Trauma,163,2,136,64,8,2,16
Sepsis,325,3,243,99,27,0,39
Pneumonia,181,1,27,16,2,3,26
Severe_Trauma,111,3,171,78,27,3,60
Covid,129,2,90,64,4,4,46
Severe_Trauma,172,4,384,148,4,4,112
Stroke,258,1,27,31,4,3,23
Stroke,360,1,91,26,7,3,17
Stroke,315,4,376,136,32,8,80
Sepsis,263,2,168,84,18,8,48
Sepsis,437,4,376,100,24,16,80
Sepsis,151,1,99,10,1,1,10
Pneumonia,465,3,177,84,9,12,51
Sepsis,227,4,344,120,8,4,80
Stroke,394,1,42,16,1,2,18
Sepsis,203,1,78,21,9,1,15
Heart_Failure,435,3,114,141,18,0,60
Sepsis,130,4,388,96,36,12,44
Stroke,322,3,138,63,24,3,24
Heart_Failure,481,1,47,19,6,0,27
Sepsis,460,4,48,52,36,8,28
Heart_Failure,113,3,204,54,12,3,24
Severe_Trauma,209,2,50,62,18,0,22
Severe_Trauma,101,3,165,24,12,0,69
Covid,401,3,57,141,15,3,75
Pneumonia,389,2,62,14,6,4,14
Covid,498,2,76,78,10,0,36
Stroke,125,4,104,68,12,16,100
Stroke,465,1,82,22,9,4,29
Sepsis,225,4,40,80,8,0,20
Pneumonia,207,1,45,19,2,2,19
Sepsis,489,4,312,156,4,12,76
Heart_Failure,420,1,64,6,2,4,14
Heart_Failure,471,4,40,80,36,8,44
Pneumonia,350,2,80,78,18,4,48
Heart_Failure,285,1,35,10,9,3,15
Severe_Trauma,181,3,204,21,9,9,72
Sepsis,337,2,54,92,6,6,48
Severe_Trauma,50,2,114,36,6,8,22
Pneumonia,488,3,273,102,27,6,24
Stroke,487,4,304,72,28,12,32
Sepsis,154,1,61,27,5,1,26
Heart_Failure,60,1,95,47,1,1,18
Stroke,356,1,25,42,6,1,21
Heart_Failure,53,1,17,16,6,3,23
Pneumonia,169,1,18,15,6,1,11
Severe_Trauma,455,4,360,156,20,0,84
Covid,237,2,198,96,6,8,16
Heart_Failure,235,1,43,22,8,2,26
Severe_Trauma,109,1,31,14,9,2,10
Covid,413,4,80,132,16,0,92
Pneumonia,378,3,39,45,3,3,39
Pneumonia,219,4,44,100,8,0,108
Heart_Failure,334,2,64,18,16,8,26
Pneumonia,327,2,128,12,16,4,48
Severe_Trauma,418,4,92,100,16,8,88
Stroke,379,2,22,30,10,4,28
Stroke,121,4,80,64,24,8,40
Pneumonia,488,2,90,92,14,4,16
Covid,496,4,156,96,8,4,76
Sepsis,62,1,52,43,4,2,26
Severe_Trauma,420,2,186,84,12,6,36
Pneumonia,499,3,120,135,24,3,21
Sepsis,492,4,68,120,8,8,28
Heart_Failure,390,2,156,18,14,0,56
Sepsis,346,2,134,80,16,2,24
Heart_Failure,477,2,50,48,4,8,56
Covid,306,2,78,74,2,4,24
Heart_Failure,311,1,44,9,1,2,14
Heart_Failure,444,4,216,68,12,8,72
Heart_Failure,324,1,71,7,3,1,21
Pneumonia,318,3,192,15,18,0,30
Severe_Trauma,114,4,260,84,24,4,64
Covid,279,3,201,120,6,3,51
Covid,263,3,291,108,24,12,81
Severe_Trauma,399,3,294,126,6,9,54
Sepsis,420,1,46,36,7,1,6
Stroke,442,4,44,180,20,12,100
Covid,172,4,128,68,32,16,80
Sepsis,299,1,84,33,8,4,7
Heart_Failure,457,4,260,28,32,4,36
Heart_Failure,144,2,174,74,6,2,46
Covid,426,4,148,188,12,16,52
Heart_Failure,127,2,54,90,16,2,54
Stroke,372,2,192,28,10,2,58
Severe_Trauma,193,1,26,32,9,0,7
Heart_Failure,383,2,190,78,8,8,40
Heart_Failure,467,1,81,21,9,1,14
Covid,257,2,94,84,18,4,32
Heart_Failure,367,4,376,48,12,8,104
Stroke,270,3,33,27,3,12,75
Stroke,73,3,93,72,27,3,45
Covid,313,4,156,96,4,8,88
Heart_Failure,248,1,99,41,6,0,28
Stroke,219,1,19,37,8,0,23
Pneumonia,377,4,52,196,4,0,104
Sepsis,279,2,140,90,10,0,14
Covid,333,1,32,34,2,2,22
Pneumonia,484,3,87,90,6,0,60
Sepsis,80,1,10,11,7,3,29
Pneumonia,473,1,58,17,1,1,5
Severe_Trauma,230,3,96,111,3,3,18
Sepsis,466,1,60,30,3,2,20
Severe_Trauma,210,2,32,50,2,0,18
Covid,429,3,237,96,12,12,48
Stroke,102,3,66,36,6,9,21
Covid,215,2,130,64,2,2,18
Severe_Trauma,476,2,172,62,6,8,52
Pneumonia,203,4,368,44,32,0,112
Pneumonia,164,3,273,138,21,9,57
Severe_Trauma,485,1,20,31,1,4,29
Pneumonia,437,3,60,111,24,3,51
Sepsis,208,2,50,52,10,6,50
Covid,461,3,279,114,6,6,24
Severe_Trauma,341,3,141,45,12,3,78
Heart_Failure,61,2,114,88,4,2,32
Severe_Trauma,388,2,44,94,10,4,48
Heart_Failure,273,2,190,14,16,4,16
Pneumonia,496,2,194,32,16,6,24
Covid,260,3,81,27,9,3,72
Covid,265,3,111,138,9,9,75
Pneumonia,261,2,160,24,8,4,30
Stroke,142,3,186,105,18,12,51
Stroke,403,3,249,57,24,9,36
Sepsis,213,3,147,27,9,9,39
Heart_Failure,491,1,76,20,6,1,19
Sepsis,451,3,39,129,6,6,60
Severe_Trauma,310,2,104,44,4,6,56
Sepsis,376,4,104,196,12,0,88
Covid,274,4,384,100,36,8,72
Stroke,166,4,132,68,16,0,80
Heart_Failure,118,3,78,15,15,0,66
Heart_Failure,363,4,196,180,16,16,104
Heart_Failure,292,1,11,12,1,4,17
Stroke,112,3,201,69,21,0,39
Covid,270,4,360,24,24,8,88
Stroke,472,3,261,18,21,3,87
Heart_Failure,111,2,56,64,12,0,14
Heart_Failure,444,1,42,32,7,0,21
Severe_Trauma,452,4,232,184,8,16,112
Covid,92,4,336,148,4,12,80
Stroke,195,4,268,136,24,12,96
Stroke,331,1,76,28,4,2,20
Covid,237,2,192,72,18,0,40
Severe_Trauma,499,4,192,112,12,16,88
Pneumonia,422,3,180,21,12,6,72
Stroke,353,3,39,87,21,0,72
Covid,459,3,243,21,24,6,60
Severe_Trauma,202,1,49,26,3,2,11
Heart_Failure,359,2,96,62,8,0,42
Heart_Failure,86,4,156,36,20,12,48
Sepsis,102,4,164,156,20,8,56
Sepsis,447,1,54,39,3,0,27
Stroke,392,3,273,108,6,12,72
Pneumonia,50,1,83,41,8,4,23
Stroke,269,2,68,56,8,2,48
Sepsis,206,4,376,196,24,0,108
Heart_Failure,446,4,120,60,16,4,112
Sepsis,472,3,189,87,12,3,48
Heart_Failure,61,4,252,24,8,16,40
Stroke,264,3,285,78,9,0,84
Severe_Trauma,194,4,340,180,20,8,36
Covid,52,1,11,13,1,4,12
Heart_Failure,99,2,150,26,8,2,58
Pneumonia,444,2,88,66,10,6,18
Severe_Trauma,413,3,285,120,3,12,51
Severe_Trauma,153,3,51,144,9,9,33
Stroke,359,4,136,108,36,0,72
Heart_Failure,460,4,112,32,4,12,76
Heart_Failure,66,2,128,74,16,2,54
Heart_Failure,287,3,87,33,15,0,60
Heart_Failure,237,2,110,80,14,8,26
Heart_Failure,70,2,40,86,10,8,20
Stroke,84,2,88,62,8,2,20
Pneumonia,156,1,15,5,8,4,21
Covid,320,1,38,39,9,0,26
Heart_Failure,101,4,216,180,8,12,36
Pneumonia,291,2,180,42,18,8,52
Heart_Failure,210,1,70,33,9,4,9
